,player_id,game_id,this_half,stat_type,stat_value,actual_play
12866,smoaj001,TOR201607030,4_1,AB,1,7/F
12865,smoaj001,TOR201607030,4_1,PA,1,7/F
12864,smoaj001,TOR201607030,4_1,LOB,2,7/F
12863,smoaj001,TOR201607030,4_1,RLSP,1,7/F
12862,santc002,TOR201607030,5_0,AB,1,D8/L
12861,santc002,TOR201607030,5_0,PA,1,D8/L
12860,santc002,TOR201607030,5_0,H,1,D8/L
12859,santc002,TOR201607030,5_0,D,1,D8/L
12858,ramij003,TOR201607030,5_0,AB,1,9/F9LF.2-3
12857,ramij003,TOR201607030,5_0,PA,1,9/F9LF.2-3
12856,ramij003,TOR201607030,5_0,LOB,1,9/F9LF.2-3
12855,ramij003,TOR201607030,5_0,RLSP,1,9/F9LF.2-3
12854,gomey001,TOR201607030,5_0,AB,1,K
12853,gomey001,TOR201607030,5_0,K,1,K
12852,gomey001,TOR201607030,5_0,PA,1,K
12851,gomey001,TOR201607030,5_0,LOB,1,K
12850,gomey001,TOR201607030,5_0,RLSP,1,K
12849,almoa001,TOR201607030,5_0,AB,1,53/G
12848,almoa001,TOR201607030,5_0,PA,1,53/G
12847,almoa001,TOR201607030,5_0,LOB,1,53/G
12846,almoa001,TOR201607030,5_0,RLSP,1,53/G
12845,lakej001,TOR201607030,5_1,AB,1,4/L
12844,lakej001,TOR201607030,5_1,PA,1,4/L
12843,lakej001,TOR201607030,5_1,LOB,0,4/L
12842,lakej001,TOR201607030,5_1,RLSP,0,4/L
12841,barnd001,TOR201607030,5_1,AB,1,E4/TH/G
12840,barnd001,TOR201607030,5_1,PA,1,E4/TH/G
12839,barnd001,TOR201607030,5_1,CS,1,CS2(26)
12838,carre001,TOR201607030,5_1,PA,1,W
12837,carre001,TOR201607030,5_1,W,1,W
12836,donaj001,TOR201607030,5_1,PA,1,W.1-2
12835,donaj001,TOR201607030,5_1,W,1,W.1-2
12834,encae001,TOR201607030,5_1,AB,1,8/F
12833,encae001,TOR201607030,5_1,PA,1,8/F
12832,encae001,TOR201607030,5_1,LOB,2,8/F
12831,encae001,TOR201607030,5_1,RLSP,1,8/F
12830,chisl001,TOR201607030,6_0,AB,1,K
12829,chisl001,TOR201607030,6_0,K,1,K
12828,chisl001,TOR201607030,6_0,PA,1,K
12827,chisl001,TOR201607030,6_0,LOB,0,K
12826,chisl001,TOR201607030,6_0,RLSP,0,K
12825,davir003,TOR201607030,6_0,AB,1,9/F
12824,davir003,TOR201607030,6_0,PA,1,9/F
12823,davir003,TOR201607030,6_0,LOB,0,9/F
12822,davir003,TOR201607030,6_0,RLSP,0,9/F
12821,kipnj001,TOR201607030,6_0,AB,1,6/P
12820,kipnj001,TOR201607030,6_0,PA,1,6/P
12819,kipnj001,TOR201607030,6_0,LOB,0,6/P
12818,kipnj001,TOR201607030,6_0,RLSP,0,6/P
12817,saunm001,TOR201607030,6_1,PA,1,W
12816,saunm001,TOR201607030,6_1,W,1,W
12815,martr004,TOR201607030,6_1,PA,1,W.1-2
12814,martr004,TOR201607030,6_1,W,1,W.1-2
12813,tulot001,TOR201607030,6_1,AB,1,HR/7/F.2-H;1-H
12812,tulot001,TOR201607030,6_1,PA,1,HR/7/F.2-H;1-H
12811,tulot001,TOR201607030,6_1,H,1,HR/7/F.2-H;1-H
12810,tulot001,TOR201607030,6_1,HR,1,HR/7/F.2-H;1-H
12809,tulot001,TOR201607030,6_1,R,1,HR/7/F.2-H;1-H
12808,tulot001,TOR201607030,6_1,RBI,1,HR/7/F.2-H;1-H
12807,saunm001,TOR201607030,6_1,R,1,HR/7/F.2-H;1-H
12806,tulot001,TOR201607030,6_1,RBI,1,HR/7/F.2-H;1-H
12805,martr004,TOR201607030,6_1,R,1,HR/7/F.2-H;1-H
12804,tulot001,TOR201607030,6_1,RBI,1,HR/7/F.2-H;1-H
12803,smoaj001,TOR201607030,6_1,AB,1,63/G
12802,smoaj001,TOR201607030,6_1,PA,1,63/G
12801,smoaj001,TOR201607030,6_1,LOB,0,63/G
12800,smoaj001,TOR201607030,6_1,RLSP,0,63/G
12799,lakej001,TOR201607030,6_1,PA,1,W
12798,lakej001,TOR201607030,6_1,W,1,W
12797,barnd001,TOR201607030,6_1,AB,1,S9/L.1-2
12796,barnd001,TOR201607030,6_1,PA,1,S9/L.1-2
12795,barnd001,TOR201607030,6_1,H,1,S9/L.1-2
12794,carre001,TOR201607030,6_1,AB,1,S39/G.2-H;1-3
12793,carre001,TOR201607030,6_1,PA,1,S39/G.2-H;1-3
12792,carre001,TOR201607030,6_1,H,1,S39/G.2-H;1-3
12791,lakej001,TOR201607030,6_1,R,1,S39/G.2-H;1-3
12790,carre001,TOR201607030,6_1,RBI,1,S39/G.2-H;1-3
12789,donaj001,TOR201607030,6_1,AB,1,S9/G.3-H;1-2
12788,donaj001,TOR201607030,6_1,PA,1,S9/G.3-H;1-2
12787,donaj001,TOR201607030,6_1,H,1,S9/G.3-H;1-2
12786,barnd001,TOR201607030,6_1,R,1,S9/G.3-H;1-2
12785,donaj001,TOR201607030,6_1,RBI,1,S9/G.3-H;1-2
12784,encae001,TOR201607030,6_1,AB,1,DGR/7/L.2-H;1-3
12783,encae001,TOR201607030,6_1,PA,1,DGR/7/L.2-H;1-3
12782,encae001,TOR201607030,6_1,H,1,DGR/7/L.2-H;1-3
12781,encae001,TOR201607030,6_1,D,1,DGR/7/L.2-H;1-3
12780,carre001,TOR201607030,6_1,R,1,DGR/7/L.2-H;1-3
12779,encae001,TOR201607030,6_1,RBI,1,DGR/7/L.2-H;1-3
12778,saunm001,TOR201607030,6_1,AB,1,S7/G.3-H;2-3
12777,saunm001,TOR201607030,6_1,PA,1,S7/G.3-H;2-3
12776,saunm001,TOR201607030,6_1,H,1,S7/G.3-H;2-3
12775,donaj001,TOR201607030,6_1,R,1,S7/G.3-H;2-3
12774,saunm001,TOR201607030,6_1,RBI,1,S7/G.3-H;2-3
12773,martr004,TOR201607030,6_1,AB,1,S8/G.3-H;1-2
12772,martr004,TOR201607030,6_1,PA,1,S8/G.3-H;1-2
12771,martr004,TOR201607030,6_1,H,1,S8/G.3-H;1-2
12770,encae001,TOR201607030,6_1,R,1,S8/G.3-H;1-2
12769,martr004,TOR201607030,6_1,RBI,1,S8/G.3-H;1-2
12768,tulot001,TOR201607030,6_1,AB,1,3/P3F
12767,tulot001,TOR201607030,6_1,PA,1,3/P3F
12766,tulot001,TOR201607030,6_1,LOB,2,3/P3F
12765,tulot001,TOR201607030,6_1,RLSP,1,3/P3F
12764,smoaj001,TOR201607030,6_1,AB,1,K
12763,smoaj001,TOR201607030,6_1,K,1,K
12762,smoaj001,TOR201607030,6_1,PA,1,K
12761,smoaj001,TOR201607030,6_1,LOB,2,K
12760,smoaj001,TOR201607030,6_1,RLSP,1,K
12759,lindf001,TOR201607030,7_0,AB,1,63/G-
12758,lindf001,TOR201607030,7_0,PA,1,63/G-
12757,lindf001,TOR201607030,7_0,LOB,0,63/G-
12756,lindf001,TOR201607030,7_0,RLSP,0,63/G-
12755,napom001,TOR201607030,7_0,AB,1,K
12754,napom001,TOR201607030,7_0,K,1,K
12753,napom001,TOR201607030,7_0,PA,1,K
12752,napom001,TOR201607030,7_0,LOB,0,K
12751,napom001,TOR201607030,7_0,RLSP,0,K
12750,santc002,TOR201607030,7_0,AB,1,S8/G
12749,santc002,TOR201607030,7_0,PA,1,S8/G
12748,santc002,TOR201607030,7_0,H,1,S8/G
12747,ramij003,TOR201607030,7_0,AB,1,S8/L.1-3
12746,ramij003,TOR201607030,7_0,PA,1,S8/L.1-3
12745,ramij003,TOR201607030,7_0,H,1,S8/L.1-3
12744,gomey001,TOR201607030,7_0,AB,1,S7/L+.3-H;1-3
12743,gomey001,TOR201607030,7_0,PA,1,S7/L+.3-H;1-3
12742,gomey001,TOR201607030,7_0,H,1,S7/L+.3-H;1-3
12741,santc002,TOR201607030,7_0,R,1,S7/L+.3-H;1-3
12740,gomey001,TOR201607030,7_0,RBI,1,S7/L+.3-H;1-3
12739,almoa001,TOR201607030,7_0,AB,1,K
12738,almoa001,TOR201607030,7_0,K,1,K
12737,almoa001,TOR201607030,7_0,PA,1,K
12736,almoa001,TOR201607030,7_0,LOB,2,K
12735,almoa001,TOR201607030,7_0,RLSP,1,K
12734,lakej001,TOR201607030,7_1,AB,1,7/L+
12733,lakej001,TOR201607030,7_1,PA,1,7/L+
12732,lakej001,TOR201607030,7_1,LOB,0,7/L+
12731,lakej001,TOR201607030,7_1,RLSP,0,7/L+
12730,barnd001,TOR201607030,7_1,AB,1,8/F
12729,barnd001,TOR201607030,7_1,PA,1,8/F
12728,barnd001,TOR201607030,7_1,LOB,0,8/F
12727,barnd001,TOR201607030,7_1,RLSP,0,8/F
12726,carre001,TOR201607030,7_1,AB,1,5/P
12725,carre001,TOR201607030,7_1,PA,1,5/P
12724,carre001,TOR201607030,7_1,LOB,0,5/P
12723,carre001,TOR201607030,7_1,RLSP,0,5/P
12722,chisl001,TOR201607030,8_0,AB,1,9/F
12721,chisl001,TOR201607030,8_0,PA,1,9/F
12720,chisl001,TOR201607030,8_0,LOB,0,9/F
12719,chisl001,TOR201607030,8_0,RLSP,0,9/F
12718,davir003,TOR201607030,8_0,AB,1,63/G
12717,davir003,TOR201607030,8_0,PA,1,63/G
12716,davir003,TOR201607030,8_0,LOB,0,63/G
12715,davir003,TOR201607030,8_0,RLSP,0,63/G
12714,gimec001,TOR201607030,8_0,AB,1,K
12713,gimec001,TOR201607030,8_0,K,1,K
12712,gimec001,TOR201607030,8_0,PA,1,K
12711,gimec001,TOR201607030,8_0,LOB,0,K
12710,gimec001,TOR201607030,8_0,RLSP,0,K
12709,donaj001,TOR201607030,8_1,AB,1,D7/L+
12708,donaj001,TOR201607030,8_1,PA,1,D7/L+
12707,donaj001,TOR201607030,8_1,H,1,D7/L+
12706,donaj001,TOR201607030,8_1,D,1,D7/L+
12705,encae001,TOR201607030,8_1,AB,1,D7/L.2-H
12704,encae001,TOR201607030,8_1,PA,1,D7/L.2-H
12703,encae001,TOR201607030,8_1,H,1,D7/L.2-H
12702,encae001,TOR201607030,8_1,D,1,D7/L.2-H
12701,donaj001,TOR201607030,8_1,R,1,D7/L.2-H
12700,encae001,TOR201607030,8_1,RBI,1,D7/L.2-H
12699,saunm001,TOR201607030,8_1,AB,1,8/F.2-3
12698,saunm001,TOR201607030,8_1,PA,1,8/F.2-3
12697,saunm001,TOR201607030,8_1,LOB,1,8/F.2-3
12696,saunm001,TOR201607030,8_1,RLSP,1,8/F.2-3
12695,martr004,TOR201607030,8_1,AB,1,S9/L-.3-H
12694,martr004,TOR201607030,8_1,PA,1,S9/L-.3-H
12693,martr004,TOR201607030,8_1,H,1,S9/L-.3-H
12692,encae001,TOR201607030,8_1,R,1,S9/L-.3-H
12691,martr004,TOR201607030,8_1,RBI,1,S9/L-.3-H
12690,tulot001,TOR201607030,8_1,AB,1,4/P
12689,tulot001,TOR201607030,8_1,PA,1,4/P
12688,tulot001,TOR201607030,8_1,LOB,1,4/P
12687,tulot001,TOR201607030,8_1,RLSP,0,4/P
12686,smoaj001,TOR201607030,8_1,AB,1,HR/9/F.1-H
12685,smoaj001,TOR201607030,8_1,PA,1,HR/9/F.1-H
12684,smoaj001,TOR201607030,8_1,H,1,HR/9/F.1-H
12683,smoaj001,TOR201607030,8_1,HR,1,HR/9/F.1-H
12682,smoaj001,TOR201607030,8_1,R,1,HR/9/F.1-H
12681,smoaj001,TOR201607030,8_1,RBI,1,HR/9/F.1-H
12680,martr004,TOR201607030,8_1,R,1,HR/9/F.1-H
12679,smoaj001,TOR201607030,8_1,RBI,1,HR/9/F.1-H
12678,lakej001,TOR201607030,8_1,AB,1,43/G-
12677,lakej001,TOR201607030,8_1,PA,1,43/G-
12676,lakej001,TOR201607030,8_1,LOB,0,43/G-
12675,lakej001,TOR201607030,8_1,RLSP,0,43/G-
12674,lindf001,TOR201607030,9_0,AB,1,K
12673,lindf001,TOR201607030,9_0,K,1,K
12672,lindf001,TOR201607030,9_0,PA,1,K
12671,lindf001,TOR201607030,9_0,LOB,0,K
12670,lindf001,TOR201607030,9_0,RLSP,0,K
12669,naqut001,TOR201607030,9_0,AB,1,9/F
12668,naqut001,TOR201607030,9_0,PA,1,9/F
12667,naqut001,TOR201607030,9_0,LOB,0,9/F
12666,naqut001,TOR201607030,9_0,RLSP,0,9/F
12665,santc002,TOR201607030,9_0,AB,1,K
12664,santc002,TOR201607030,9_0,K,1,K
12663,santc002,TOR201607030,9_0,PA,1,K
12662,santc002,TOR201607030,9_0,LOB,0,K
12661,santc002,TOR201607030,9_0,RLSP,0,K
12660,gorda001,TOR201607040,1_0,AB,1,63/G-
12659,gorda001,TOR201607040,1_0,PA,1,63/G-
12658,gorda001,TOR201607040,1_0,LOB,0,63/G-
12657,gorda001,TOR201607040,1_0,RLSP,0,63/G-
12656,merrw001,TOR201607040,1_0,AB,1,K
12655,merrw001,TOR201607040,1_0,K,1,K
12654,merrw001,TOR201607040,1_0,PA,1,K
12653,merrw001,TOR201607040,1_0,LOB,0,K
12652,merrw001,TOR201607040,1_0,RLSP,0,K
12651,morak001,TOR201607040,1_0,AB,1,K
12650,morak001,TOR201607040,1_0,K,1,K
12649,morak001,TOR201607040,1_0,PA,1,K
12648,morak001,TOR201607040,1_0,LOB,0,K
12647,morak001,TOR201607040,1_0,RLSP,0,K
12646,carre001,TOR201607040,1_1,PA,1,W
12645,carre001,TOR201607040,1_1,W,1,W
12644,donaj001,TOR201607040,1_1,PA,1,W.1-2
12643,donaj001,TOR201607040,1_1,W,1,W.1-2
12642,encae001,TOR201607040,1_1,AB,1,54(1)/FO/G.2-3
12641,encae001,TOR201607040,1_1,PA,1,54(1)/FO/G.2-3
12640,encae001,TOR201607040,1_1,LOB,2,54(1)/FO/G.2-3
12639,encae001,TOR201607040,1_1,RLSP,1,54(1)/FO/G.2-3
12638,saunm001,TOR201607040,1_1,AB,1,63/G-.3-H;1-2
12637,saunm001,TOR201607040,1_1,PA,1,63/G-.3-H;1-2
12636,saunm001,TOR201607040,1_1,LOB,2,63/G-.3-H;1-2
12635,saunm001,TOR201607040,1_1,RLSP,1,63/G-.3-H;1-2
12634,carre001,TOR201607040,1_1,R,1,63/G-.3-H;1-2
12633,saunm001,TOR201607040,1_1,RBI,1,63/G-.3-H;1-2
12632,martr004,TOR201607040,1_1,AB,1,9/F
12631,martr004,TOR201607040,1_1,PA,1,9/F
12630,martr004,TOR201607040,1_1,LOB,1,9/F
12629,martr004,TOR201607040,1_1,RLSP,1,9/F
12628,hosme001,TOR201607040,2_0,AB,1,7/F
12627,hosme001,TOR201607040,2_0,PA,1,7/F
12626,hosme001,TOR201607040,2_0,LOB,0,7/F
12625,hosme001,TOR201607040,2_0,RLSP,0,7/F
12624,peres002,TOR201607040,2_0,AB,1,5/L-
12623,peres002,TOR201607040,2_0,PA,1,5/L-
12622,peres002,TOR201607040,2_0,LOB,0,5/L-
12621,peres002,TOR201607040,2_0,RLSP,0,5/L-
12620,orlap001,TOR201607040,2_0,AB,1,9/F
12619,orlap001,TOR201607040,2_0,PA,1,9/F
12618,orlap001,TOR201607040,2_0,LOB,0,9/F
12617,orlap001,TOR201607040,2_0,RLSP,0,9/F
12616,tulot001,TOR201607040,2_1,AB,1,8/L
12615,tulot001,TOR201607040,2_1,PA,1,8/L
12614,tulot001,TOR201607040,2_1,LOB,0,8/L
12613,tulot001,TOR201607040,2_1,RLSP,0,8/L
12612,pillk001,TOR201607040,2_1,AB,1,31/G
12611,pillk001,TOR201607040,2_1,PA,1,31/G
12610,pillk001,TOR201607040,2_1,LOB,0,31/G
12609,pillk001,TOR201607040,2_1,RLSP,0,31/G
12608,travd001,TOR201607040,2_1,AB,1,63/G
12607,travd001,TOR201607040,2_1,PA,1,63/G
12606,travd001,TOR201607040,2_1,LOB,0,63/G
12605,travd001,TOR201607040,2_1,RLSP,0,63/G
12604,cuthc001,TOR201607040,3_0,AB,1,K
12603,cuthc001,TOR201607040,3_0,K,1,K
12602,cuthc001,TOR201607040,3_0,PA,1,K
12601,cuthc001,TOR201607040,3_0,LOB,0,K
12600,cuthc001,TOR201607040,3_0,RLSP,0,K
12599,escoa003,TOR201607040,3_0,PA,1,W
12598,escoa003,TOR201607040,3_0,W,1,W
12597,dysoj001,TOR201607040,3_0,AB,1,4(1)/FO/G-
12596,dysoj001,TOR201607040,3_0,PA,1,4(1)/FO/G-
12595,dysoj001,TOR201607040,3_0,LOB,1,4(1)/FO/G-
12594,dysoj001,TOR201607040,3_0,RLSP,0,4(1)/FO/G-
12593,gorda001,TOR201607040,3_0,AB,1,8/F
12592,gorda001,TOR201607040,3_0,PA,1,8/F
12591,gorda001,TOR201607040,3_0,LOB,1,8/F
12590,gorda001,TOR201607040,3_0,RLSP,0,8/F
12589,barnd001,TOR201607040,3_1,AB,1,K
12588,barnd001,TOR201607040,3_1,K,1,K
12587,barnd001,TOR201607040,3_1,PA,1,K
12586,barnd001,TOR201607040,3_1,LOB,0,K
12585,barnd001,TOR201607040,3_1,RLSP,0,K
12584,carre001,TOR201607040,3_1,AB,1,K
12583,carre001,TOR201607040,3_1,K,1,K
12582,carre001,TOR201607040,3_1,PA,1,K
12581,carre001,TOR201607040,3_1,LOB,0,K
12580,carre001,TOR201607040,3_1,RLSP,0,K
12579,donaj001,TOR201607040,3_1,AB,1,53/G
12578,donaj001,TOR201607040,3_1,PA,1,53/G
12577,donaj001,TOR201607040,3_1,LOB,0,53/G
12576,donaj001,TOR201607040,3_1,RLSP,0,53/G
12575,merrw001,TOR201607040,4_0,AB,1,13/G-
12574,merrw001,TOR201607040,4_0,PA,1,13/G-
12573,merrw001,TOR201607040,4_0,LOB,0,13/G-
12572,merrw001,TOR201607040,4_0,RLSP,0,13/G-
12571,morak001,TOR201607040,4_0,AB,1,5/P
12570,morak001,TOR201607040,4_0,PA,1,5/P
12569,morak001,TOR201607040,4_0,LOB,0,5/P
12568,morak001,TOR201607040,4_0,RLSP,0,5/P
12567,hosme001,TOR201607040,4_0,AB,1,13/G
12566,hosme001,TOR201607040,4_0,PA,1,13/G
12565,hosme001,TOR201607040,4_0,LOB,0,13/G
12564,hosme001,TOR201607040,4_0,RLSP,0,13/G
12563,encae001,TOR201607040,4_1,AB,1,S9/G
12562,encae001,TOR201607040,4_1,PA,1,S9/G
12561,encae001,TOR201607040,4_1,H,1,S9/G
12560,saunm001,TOR201607040,4_1,AB,1,4/L+
12559,saunm001,TOR201607040,4_1,PA,1,4/L+
12558,saunm001,TOR201607040,4_1,LOB,1,4/L+
12557,saunm001,TOR201607040,4_1,RLSP,0,4/L+
12556,martr004,TOR201607040,4_1,AB,1,K
12555,martr004,TOR201607040,4_1,K,1,K
12554,martr004,TOR201607040,4_1,PA,1,K
12553,martr004,TOR201607040,4_1,LOB,1,K
12552,martr004,TOR201607040,4_1,RLSP,0,K
12551,tulot001,TOR201607040,4_1,AB,1,S7/L.1-2
12550,tulot001,TOR201607040,4_1,PA,1,S7/L.1-2
12549,tulot001,TOR201607040,4_1,H,1,S7/L.1-2
12548,pillk001,TOR201607040,4_1,AB,1,S7/L.2XH(72);1-2
12547,pillk001,TOR201607040,4_1,PA,1,S7/L.2XH(72);1-2
12546,pillk001,TOR201607040,4_1,H,1,S7/L.2XH(72);1-2
12545,peres002,TOR201607040,5_0,AB,1,3/P3F
12544,peres002,TOR201607040,5_0,PA,1,3/P3F
12543,peres002,TOR201607040,5_0,LOB,0,3/P3F
12542,peres002,TOR201607040,5_0,RLSP,0,3/P3F
12541,orlap001,TOR201607040,5_0,AB,1,9/L
12540,orlap001,TOR201607040,5_0,PA,1,9/L
12539,orlap001,TOR201607040,5_0,LOB,0,9/L
12538,orlap001,TOR201607040,5_0,RLSP,0,9/L
12537,cuthc001,TOR201607040,5_0,AB,1,S8/L
12536,cuthc001,TOR201607040,5_0,PA,1,S8/L
12535,cuthc001,TOR201607040,5_0,H,1,S8/L
12534,escoa003,TOR201607040,5_0,AB,1,53/G-
12533,escoa003,TOR201607040,5_0,PA,1,53/G-
12532,escoa003,TOR201607040,5_0,LOB,1,53/G-
12531,escoa003,TOR201607040,5_0,RLSP,0,53/G-
12530,travd001,TOR201607040,5_1,AB,1,63/G
12529,travd001,TOR201607040,5_1,PA,1,63/G
12528,travd001,TOR201607040,5_1,LOB,0,63/G
12527,travd001,TOR201607040,5_1,RLSP,0,63/G
12526,barnd001,TOR201607040,5_1,AB,1,63/G
12525,barnd001,TOR201607040,5_1,PA,1,63/G
12524,barnd001,TOR201607040,5_1,LOB,0,63/G
12523,barnd001,TOR201607040,5_1,RLSP,0,63/G
12522,carre001,TOR201607040,5_1,AB,1,3/G
12521,carre001,TOR201607040,5_1,PA,1,3/G
12520,carre001,TOR201607040,5_1,LOB,0,3/G
12519,carre001,TOR201607040,5_1,RLSP,0,3/G
12518,dysoj001,TOR201607040,6_0,AB,1,1/L
12517,dysoj001,TOR201607040,6_0,PA,1,1/L
12516,dysoj001,TOR201607040,6_0,LOB,0,1/L
12515,dysoj001,TOR201607040,6_0,RLSP,0,1/L
12514,gorda001,TOR201607040,6_0,AB,1,7/F
12513,gorda001,TOR201607040,6_0,PA,1,7/F
12512,gorda001,TOR201607040,6_0,LOB,0,7/F
12511,gorda001,TOR201607040,6_0,RLSP,0,7/F
12510,merrw001,TOR201607040,6_0,AB,1,8/F
12509,merrw001,TOR201607040,6_0,PA,1,8/F
12508,merrw001,TOR201607040,6_0,LOB,0,8/F
12507,merrw001,TOR201607040,6_0,RLSP,0,8/F
12506,donaj001,TOR201607040,6_1,AB,1,53/G
12505,donaj001,TOR201607040,6_1,PA,1,53/G
12504,donaj001,TOR201607040,6_1,LOB,0,53/G
12503,donaj001,TOR201607040,6_1,RLSP,0,53/G
12502,encae001,TOR201607040,6_1,AB,1,K
12501,encae001,TOR201607040,6_1,K,1,K
12500,encae001,TOR201607040,6_1,PA,1,K
12499,encae001,TOR201607040,6_1,LOB,0,K
12498,encae001,TOR201607040,6_1,RLSP,0,K
12497,saunm001,TOR201607040,6_1,AB,1,K
12496,saunm001,TOR201607040,6_1,K,1,K
12495,saunm001,TOR201607040,6_1,PA,1,K
12494,saunm001,TOR201607040,6_1,LOB,0,K
12493,saunm001,TOR201607040,6_1,RLSP,0,K
12492,morak001,TOR201607040,7_0,AB,1,HR/89/F
12491,morak001,TOR201607040,7_0,PA,1,HR/89/F
12490,morak001,TOR201607040,7_0,H,1,HR/89/F
12489,morak001,TOR201607040,7_0,HR,1,HR/89/F
12488,morak001,TOR201607040,7_0,R,1,HR/89/F
12487,morak001,TOR201607040,7_0,RBI,1,HR/89/F
12486,hosme001,TOR201607040,7_0,AB,1,43/G
12485,hosme001,TOR201607040,7_0,PA,1,43/G
12484,hosme001,TOR201607040,7_0,LOB,0,43/G
12483,hosme001,TOR201607040,7_0,RLSP,0,43/G
12482,peres002,TOR201607040,7_0,AB,1,53/G
12481,peres002,TOR201607040,7_0,PA,1,53/G
12480,peres002,TOR201607040,7_0,LOB,0,53/G
12479,peres002,TOR201607040,7_0,RLSP,0,53/G
12478,orlap001,TOR201607040,7_0,AB,1,63/G
12477,orlap001,TOR201607040,7_0,PA,1,63/G
12476,orlap001,TOR201607040,7_0,LOB,0,63/G
12475,orlap001,TOR201607040,7_0,RLSP,0,63/G
12474,martr004,TOR201607040,7_1,PA,1,W
12473,martr004,TOR201607040,7_1,W,1,W
12472,tulot001,TOR201607040,7_1,AB,1,S8/L.1-2
12471,tulot001,TOR201607040,7_1,PA,1,S8/L.1-2
12470,tulot001,TOR201607040,7_1,H,1,S8/L.1-2
12469,pillk001,TOR201607040,7_1,PA,1,HP.2-3;1-2
12468,pillk001,TOR201607040,7_1,HBP,1,HP.2-3;1-2
12467,travd001,TOR201607040,7_1,PA,1,W.3-H;2-3;1-2
12466,travd001,TOR201607040,7_1,W,1,W.3-H;2-3;1-2
12465,martr004,TOR201607040,7_1,R,1,W.3-H;2-3;1-2
12464,travd001,TOR201607040,7_1,RBI,1,W.3-H;2-3;1-2
12463,barnd001,TOR201607040,7_1,AB,1,S8/G.3-H;2-H;1-2
12462,barnd001,TOR201607040,7_1,PA,1,S8/G.3-H;2-H;1-2
12461,barnd001,TOR201607040,7_1,H,1,S8/G.3-H;2-H;1-2
12460,tulot001,TOR201607040,7_1,R,1,S8/G.3-H;2-H;1-2
12459,barnd001,TOR201607040,7_1,RBI,1,S8/G.3-H;2-H;1-2
12458,pillk001,TOR201607040,7_1,R,1,S8/G.3-H;2-H;1-2
12457,barnd001,TOR201607040,7_1,RBI,1,S8/G.3-H;2-H;1-2
12456,carre001,TOR201607040,7_1,SH,1,53/BG/SH.2-3;1-2
12455,carre001,TOR201607040,7_1,PA,1,53/BG/SH.2-3;1-2
12454,donaj001,TOR201607040,7_1,AB,1,S9/L.3-H;2-H
12453,donaj001,TOR201607040,7_1,PA,1,S9/L.3-H;2-H
12452,donaj001,TOR201607040,7_1,H,1,S9/L.3-H;2-H
12451,travd001,TOR201607040,7_1,R,1,S9/L.3-H;2-H
12450,donaj001,TOR201607040,7_1,RBI,1,S9/L.3-H;2-H
12449,barnd001,TOR201607040,7_1,R,1,S9/L.3-H;2-H
12448,donaj001,TOR201607040,7_1,RBI,1,S9/L.3-H;2-H
12447,encae001,TOR201607040,7_1,AB,1,63/G
12446,encae001,TOR201607040,7_1,PA,1,63/G
12445,encae001,TOR201607040,7_1,LOB,1,63/G
12444,encae001,TOR201607040,7_1,RLSP,1,63/G
12443,saunm001,TOR201607040,7_1,AB,1,8/F
12442,saunm001,TOR201607040,7_1,PA,1,8/F
12441,saunm001,TOR201607040,7_1,LOB,1,8/F
12440,saunm001,TOR201607040,7_1,RLSP,1,8/F
12439,cuthc001,TOR201607040,8_0,AB,1,8/L
12438,cuthc001,TOR201607040,8_0,PA,1,8/L
12437,cuthc001,TOR201607040,8_0,LOB,0,8/L
12436,cuthc001,TOR201607040,8_0,RLSP,0,8/L
12435,escoa003,TOR201607040,8_0,AB,1,53/G
12434,escoa003,TOR201607040,8_0,PA,1,53/G
12433,escoa003,TOR201607040,8_0,LOB,0,53/G
12432,escoa003,TOR201607040,8_0,RLSP,0,53/G
12431,dysoj001,TOR201607040,8_0,AB,1,S8/L
12430,dysoj001,TOR201607040,8_0,PA,1,S8/L
12429,dysoj001,TOR201607040,8_0,H,1,S8/L
12428,gorda001,TOR201607040,8_0,AB,1,8/L+
12427,gorda001,TOR201607040,8_0,PA,1,8/L+
12426,gorda001,TOR201607040,8_0,LOB,1,8/L+
12425,gorda001,TOR201607040,8_0,RLSP,0,8/L+
12424,martr004,TOR201607040,8_1,AB,1,8/F
12423,martr004,TOR201607040,8_1,PA,1,8/F
12422,martr004,TOR201607040,8_1,LOB,0,8/F
12421,martr004,TOR201607040,8_1,RLSP,0,8/F
12420,tulot001,TOR201607040,8_1,PA,1,W
12419,tulot001,TOR201607040,8_1,W,1,W
12418,pillk001,TOR201607040,8_1,AB,1,14(1)3/GDP
12417,pillk001,TOR201607040,8_1,PA,1,14(1)3/GDP
12416,pillk001,TOR201607040,8_1,LOB,1,14(1)3/GDP
12415,pillk001,TOR201607040,8_1,RLSP,0,14(1)3/GDP
12414,merrw001,TOR201607040,9_0,AB,1,7/L
12413,merrw001,TOR201607040,9_0,PA,1,7/L
12412,merrw001,TOR201607040,9_0,LOB,0,7/L
12411,merrw001,TOR201607040,9_0,RLSP,0,7/L
12410,morak001,TOR201607040,9_0,AB,1,53/G
12409,morak001,TOR201607040,9_0,PA,1,53/G
12408,morak001,TOR201607040,9_0,LOB,0,53/G
12407,morak001,TOR201607040,9_0,RLSP,0,53/G
12406,hosme001,TOR201607040,9_0,AB,1,HR/7/F
